Date,GD=F,^GSPC,^IXIC
2015-09-16,367.79998779296875,1995.31005859375,4889.240234375
2015-09-17,366.5,1990.199951171875,4893.9501953125
2015-09-18,357.6000061035156,1958.030029296875,4827.22998046875
2015-09-21,364.1000061035156,1966.969970703125,4828.9501953125
2015-09-22,362.29998779296875,1942.739990234375,4756.72021484375
2015-09-23,357.20001220703125,1938.760009765625,4752.740234375
2015-09-24,359.0,1932.239990234375,4734.47998046875
2015-09-25,362.5,1931.3399658203125,4686.5
2015-09-28,355.70001220703125,1881.77001953125,4543.97021484375
2015-09-29,358.6499938964844,1884.0899658203125,4517.31982421875
2015-09-30,358.95001220703125,1920.030029296875,4620.16015625
2015-10-01,356.6499938964844,1923.8199462890625,4627.080078125
2015-10-02,359.20001220703125,1951.3599853515625,4707.77978515625
2015-10-05,363.6000061035156,1987.050048828125,4781.259765625
2015-10-06,374.3999938964844,1979.9200439453125,4748.35986328125
2015-10-07,372.04998779296875,1995.8299560546875,4791.14990234375
2015-10-08,377.45001220703125,2013.4300537109375,4810.7900390625
2015-10-09,378.29998779296875,2014.8900146484375,4830.47021484375
2015-10-12,367.1000061035156,2017.4599609375,4838.64013671875
2015-10-13,364.8999938964844,2003.68994140625,4796.60986328125
2015-10-14,364.95001220703125,1994.239990234375,4782.85009765625
2015-10-15,363.04998779296875,2023.8599853515625,4870.10009765625
2015-10-16,369.6000061035156,2033.1099853515625,4886.68994140625
2015-10-19,361.3999938964844,2033.6600341796875,4905.47021484375
2015-10-20,362.95001220703125,2030.77001953125,4880.97021484375
2015-10-21,359.29998779296875,2018.93994140625,4840.1201171875
2015-10-22,359.75,2052.510009765625,4920.0498046875
2015-10-23,356.8500061035156,2075.14990234375,5031.85986328125
2015-10-26,354.25,2071.179931640625,5034.7001953125
2015-10-27,351.20001220703125,2065.889892578125,5030.14990234375
2015-10-28,360.6499938964844,2090.35009765625,5095.68994140625
2015-10-29,359.95001220703125,2089.409912109375,5074.27001953125
2015-10-30,363.54998779296875,2079.360107421875,5053.75
2015-11-02,360.54998779296875,2104.050048828125,5127.14990234375
2015-11-03,368.5,2109.7900390625,5145.1298828125
2015-11-04,359.8500061035156,2102.31005859375,5142.47998046875
2015-11-05,355.70001220703125,2099.929931640625,5127.740234375
2015-11-06,352.3500061035156,2099.199951171875,5147.1201171875
2015-11-09,348.04998779296875,2078.580078125,5095.2998046875
2015-11-10,348.8999938964844,2081.719970703125,5083.240234375
2015-11-11,343.79998779296875,2075.0,5067.02001953125
2015-11-12,337.79998779296875,2045.969970703125,5005.080078125
2015-11-13,333.6000061035156,2023.0400390625,4927.8798828125
2015-11-16,334.3500061035156,2053.18994140625,4984.6201171875
2015-11-17,335.8999938964844,2050.43994140625,4986.02001953125
2015-11-18,337.1000061035156,2083.580078125,5075.2001953125
2015-11-19,337.29998779296875,2081.239990234375,5073.64013671875
2015-11-20,337.1000061035156,2089.169921875,5104.919921875
2015-11-23,338.3500061035156,2086.590087890625,5102.47998046875
2015-11-24,343.8500061035156,2089.139892578125,5102.81005859375
2015-11-25,343.6499938964844,2088.8701171875,5116.14013671875
2015-11-27,338.1499938964844,2090.110107421875,5127.52001953125
2015-11-30,335.95001220703125,2080.409912109375,5108.669921875
2015-12-01,337.6499938964844,2102.6298828125,5156.31005859375
2015-12-02,328.04998779296875,2079.510009765625,5123.22021484375
2015-12-03,334.20001220703125,2049.6201171875,5037.52978515625
2015-12-04,331.79998779296875,2091.68994140625,5142.27001953125
2015-12-07,319.1499938964844,2077.070068359375,5101.81005859375
2015-12-08,317.20001220703125,2063.590087890625,5098.240234375
2015-12-09,316.79998779296875,2047.6199951171875,5022.8701171875
2015-12-10,315.20001220703125,2052.22998046875,5045.169921875
2015-12-11,308.95001220703125,2012.3699951171875,4933.47021484375
2015-12-14,308.45001220703125,2021.93994140625,4952.22998046875
2015-12-15,,2043.4100341796875,4995.35986328125
2015-12-16,307.8999938964844,2073.070068359375,5071.1298828125
2015-12-17,305.6000061035156,2041.8900146484375,5002.5498046875
2015-12-18,306.8500061035156,2005.550048828125,4923.080078125
2015-12-21,305.8999938964844,2021.1500244140625,4968.919921875
2015-12-22,305.20001220703125,2038.969970703125,5001.10986328125
2015-12-23,312.20001220703125,2064.2900390625,5045.93017578125
2015-12-24,314.6000061035156,2060.989990234375,5048.490234375
2015-12-28,308.8999938964844,2056.5,5040.990234375
2015-12-29,315.54998779296875,2078.360107421875,5107.93994140625
2015-12-30,309.20001220703125,2063.360107421875,5065.85009765625
2015-12-31,312.29998779296875,2043.93994140625,5007.41015625
2016-01-04,309.79998779296875,2012.6600341796875,4903.08984375
2016-01-05,307.25,2016.7099609375,4891.43017578125
2016-01-06,297.75,1990.260009765625,4835.759765625
2016-01-07,295.04998779296875,1943.0899658203125,4689.43017578125
2016-01-08,295.0,1922.030029296875,4643.6298828125
2016-01-11,286.04998779296875,1923.6700439453125,4637.990234375
2016-01-12,280.79998779296875,1938.6800537109375,4685.919921875
2016-01-13,280.1000061035156,1890.280029296875,4526.06005859375
2016-01-14,282.5,1921.8399658203125,4615.0
2016-01-15,274.1499938964844,1880.3299560546875,4488.419921875
2016-01-19,277.54998779296875,1881.3299560546875,4476.9501953125
2016-01-20,272.5,1859.3299560546875,4471.68994140625
2016-01-21,278.20001220703125,1868.989990234375,4472.06005859375
2016-01-22,289.8500061035156,1906.9000244140625,4591.18017578125
2016-01-25,282.95001220703125,1877.0799560546875,4518.490234375
2016-01-26,288.5,1903.6300048828125,4567.669921875
2016-01-27,292.6000061035156,1882.949951171875,4468.169921875
2016-01-28,296.54998779296875,1893.3599853515625,4506.68017578125
2016-01-29,301.25,1940.239990234375,4613.9501953125
2016-02-01,292.70001220703125,1939.3800048828125,4620.3701171875
2016-02-02,285.79998779296875,1903.030029296875,4516.9501953125
2016-02-03,295.75,1912.530029296875,4504.240234375
2016-02-04,293.45001220703125,1915.449951171875,4509.56005859375
2016-02-05,289.8500061035156,1880.050048828125,4363.14013671875
2016-02-08,285.8500061035156,1853.43994140625,4283.75
2016-02-09,276.45001220703125,1852.2099609375,4268.759765625
2016-02-10,276.1499938964844,1851.8599853515625,4283.58984375
2016-02-11,273.29998779296875,1829.0799560546875,4266.83984375
2016-02-12,285.3500061035156,1864.780029296875,4337.509765625
2016-02-16,290.8999938964844,1895.5799560546875,4435.9599609375
2016-02-17,300.25,1926.8199462890625,4534.06005859375
2016-02-18,299.45001220703125,1917.8299560546875,4487.5400390625
2016-02-19,293.70001220703125,1917.780029296875,4504.43017578125
2016-02-22,300.54998779296875,1945.5,4570.60986328125
2016-02-23,294.6499938964844,1921.27001953125,4503.580078125
2016-02-24,298.95001220703125,1929.800048828125,4542.60986328125
2016-02-25,301.04998779296875,1951.699951171875,4582.2001953125
2016-02-26,299.54998779296875,1948.050048828125,4590.47021484375
2016-02-29,304.3999938964844,1932.22998046875,4557.9501953125
2016-03-01,305.45001220703125,1978.3499755859375,4689.60009765625
2016-03-02,306.20001220703125,1986.449951171875,4703.419921875
2016-03-03,307.20001220703125,1993.4000244140625,4707.419921875
2016-03-04,314.1499938964844,1999.989990234375,4717.02001953125
2016-03-07,323.29998779296875,2001.760009765625,4708.25
2016-03-08,318.6000061035156,1979.260009765625,4648.81982421875
2016-03-09,324.95001220703125,1989.260009765625,4674.3798828125
2016-03-10,324.0,1989.5699462890625,4662.16015625
2016-03-11,326.8500061035156,2022.18994140625,4748.47021484375
2016-03-14,322.5,2019.6400146484375,4750.27978515625
2016-03-15,318.6700134277344,2015.9300537109375,4728.669921875
2016-03-16,331.70001220703125,2027.219970703125,4763.97021484375
2016-03-17,337.5,2040.5899658203125,4774.990234375
2016-03-18,335.20001220703125,2049.580078125,4795.64990234375
2016-03-21,336.1000061035156,2051.60009765625,4808.8701171875
2016-03-22,337.75,2049.800048828125,4821.66015625
2016-03-23,329.3999938964844,2036.7099609375,4768.85986328125
2016-03-24,327.95001220703125,2035.93994140625,4773.5
2016-03-28,327.95001220703125,2037.050048828125,4766.7900390625
2016-03-29,324.6000061035156,2055.010009765625,4846.6201171875
2016-03-30,323.45001220703125,2063.949951171875,4869.2900390625
2016-03-31,322.70001220703125,2059.739990234375,4869.85009765625
2016-04-01,316.3999938964844,2072.780029296875,4914.5400390625
2016-04-04,311.20001220703125,2066.1298828125,4891.7998046875
2016-04-05,310.75,2045.1700439453125,4843.93017578125
2016-04-06,317.6000061035156,2066.659912109375,4920.72021484375
2016-04-07,315.3500061035156,2041.9100341796875,4848.3701171875
2016-04-08,326.5,2047.5999755859375,4850.68994140625
2016-04-11,329.25,2041.989990234375,4833.39990234375
2016-04-12,338.8500061035156,2061.719970703125,4872.08984375
2016-04-13,338.0,2082.419921875,4947.419921875
2016-04-14,335.6000061035156,2082.780029296875,4945.89013671875
2016-04-15,332.2300109863281,2080.72998046875,4938.22021484375
2016-04-18,335.95001220703125,2094.340087890625,4960.02001953125
2016-04-19,343.25,2100.800048828125,4940.330078125
2016-04-20,352.8500061035156,2102.39990234375,4948.1298828125
2016-04-21,348.20001220703125,2091.47998046875,4945.89013671875
2016-04-22,347.8999938964844,2091.580078125,4906.22998046875
2016-04-25,345.04998779296875,2087.7900390625,4895.7900390625
2016-04-26,351.6000061035156,2091.699951171875,4888.27978515625
2016-04-27,355.95001220703125,2095.14990234375,4863.14013671875
2016-04-28,359.8999938964844,2075.81005859375,4805.2900390625
2016-04-29,360.3999938964844,2065.300048828125,4775.35986328125
2016-05-02,354.3500061035156,2081.429931640625,4817.58984375
2016-05-03,348.95001220703125,2063.3701171875,4763.22021484375
2016-05-04,347.8500061035156,2051.1201171875,4725.64013671875
2016-05-05,347.75,2050.6298828125,4717.08984375
2016-05-06,349.45001220703125,2057.139892578125,4736.16015625
2016-05-09,342.0,2058.68994140625,4750.2099609375
2016-05-10,350.29998779296875,2084.389892578125,4809.8798828125
2016-05-11,358.29998779296875,2064.4599609375,4760.68994140625
2016-05-12,360.45001220703125,2064.110107421875,4737.330078125
2016-05-13,359.29998779296875,2046.6099853515625,4717.68017578125
2016-05-16,365.2799987792969,2066.659912109375,4775.4599609375
2016-05-17,370.79998779296875,2047.2099609375,4715.72998046875
2016-05-18,369.6000061035156,2047.6300048828125,4739.1201171875
2016-05-19,367.1499938964844,2040.0400390625,4712.52978515625
2016-05-20,367.0,2052.320068359375,4769.56005859375
2016-05-23,364.5,2048.0400390625,4765.77978515625
2016-05-24,366.29998779296875,2076.06005859375,4861.06005859375
2016-05-25,371.1499938964844,2090.5400390625,4894.89013671875
2016-05-26,371.70001220703125,2090.10009765625,4901.77001953125
2016-05-27,371.45001220703125,2099.06005859375,4933.5
2016-05-31,370.1000061035156,2096.949951171875,4948.0498046875
