Date,0,1,2,3,4,5,6,7,8
2021-01-04,3700.64990234375,0.0096862623468041,30223.890625,12698.4501953125,26.96999931335449,1.1777,1.3832,8.278571428571428e-07,2.01
2021-01-05,3726.860107421875,0.0096969697624444,30391.599609375,12818.9599609375,25.34000015258789,1.202,1.3816,8.402857142857144e-07,2.03
2021-01-06,3748.139892578125,0.0097391847521066,30829.400390625,12740.7900390625,25.06999969482422,1.22165,1.41539,8.527142857142857e-07,2.06
2021-01-07,3803.7900390625,0.0097064757719635,31041.130859375,13067.48046875,22.3700008392334,1.18455,1.37586,8.651428571428571e-07,2.09
2021-01-08,3824.679931640625,0.0096348393708467,31097.970703125,13201.98046875,21.559999465942383,1.18657,1.38949,8.775714285714286e-07,2.06
2021-01-11,3799.610107421875,0.0096069779247045,31008.689453125,13036.4296875,24.07999992370605,1.159815,1.3656,8.768571428571429e-07,2.06
2021-01-12,3801.18994140625,0.0096035646274685,31068.689453125,13072.4296875,23.32999992370605,1.13192,1.3278,8.702857142857143e-07,2.08
2021-01-13,3809.840087890625,0.0096383681520819,31060.470703125,13128.9501953125,22.209999084472656,1.21615,1.3647,8.637142857142857e-07,2.06
2021-01-14,3795.5400390625,0.0096304789185523,30991.51953125,13112.6396484375,23.25,1.215,1.3682,8.571428571428571e-07,2.09
2021-01-15,3768.25,0.0096313133835792,30814.259765625,12998.5,24.34000015258789,1.2075,1.3584,8.505714285714285e-07,2.1
2021-01-18,3768.25,0.0096238981932401,30814.259765625,12998.5,24.34000015258789,1.20775,1.35796,8.311428571428571e-07,2.1
2021-01-19,3798.909912109375,0.0096429223194718,30930.51953125,13197.1796875,23.239999771118164,1.21381,1.36426,8.247142857142856e-07,2.1
2021-01-20,3851.85009765625,0.0096249170601367,31188.380859375,13457.25,21.57999992370605,1.21151,1.36666,8.182857142857143e-07,2.12
2021-01-21,3853.070068359375,0.0096567040309309,31176.009765625,13530.91015625,21.31999969482422,1.2164,1.37269,8.118571428571429e-07,2.1
2021-01-22,3841.469970703125,0.0096612758934497,30996.98046875,13543.0595703125,21.90999984741211,1.21134,1.3681,8.054285714285715e-07,2.09
2021-01-25,3855.360107421875,0.0096360463649034,30960.0,13635.990234375,23.190000534057617,1.2144,1.3677,8.001428571428571e-07,2.08
2021-01-26,3849.6201171875,0.0096376249566674,30937.0390625,13626.0595703125,23.020000457763672,1.21622,1.374,8.007142857142857e-07,2.08
2021-01-27,3750.77001953125,0.0096522308886051,30303.169921875,13270.599609375,37.209999084472656,1.21032,1.36681,8.012857142857144e-07,2.08
2021-01-28,3787.3798828125,0.0096021816134452,30603.359375,13337.16015625,30.209999084472656,1.21196,1.3723,8.018571428571429e-07,2.13
2021-01-29,3714.239990234375,0.009588555432856,29982.619140625,13070.6904296875,33.09000015258789,1.2137,1.37,8.024285714285715e-07,2.13
2021-02-01,3773.860107421875,0.0095523763447999,30211.91015625,13403.3896484375,30.239999771118164,1.20108,1.3667,8.055714285714286e-07,2.11
2021-02-02,3826.31005859375,0.009534616023302,30687.48046875,13612.7802734375,25.559999465942383,1.20383,1.36595,8.068571428571429e-07,2.15
2021-02-03,3830.169921875,0.0095212701708078,30723.599609375,13610.5400390625,22.90999984741211,1.20846,1.39533,8.081428571428572e-07,2.19
2021-02-04,3871.739990234375,0.00952426251024,31055.859375,13777.740234375,21.770000457763672,1.1761,1.383,8.094285714285715e-07,2.17
2021-02-05,3886.830078125,0.0094722090288996,31148.240234375,13856.2998046875,20.8700008392334,1.2025,1.3818,8.107142857142857e-07,2.21
2021-02-08,3915.590087890625,0.0094876661896705,31385.759765625,13987.6396484375,21.239999771118164,1.18736,1.38903,8.091428571428571e-07,2.22
2021-02-09,3911.22998046875,0.0095047997310757,31375.830078125,14007.7001953125,21.6299991607666,1.18735,1.38355,8.077142857142858e-07,2.22
2021-02-10,3909.8798828125,0.0095625156536698,31437.80078125,13972.5302734375,21.989999771118164,1.1591,1.35434,8.062857142857143e-07,2.21
2021-02-11,3916.3798828125,0.0095588592812418,31430.69921875,14025.76953125,21.25,1.15796,1.36159,8.04857142857143e-07,2.2
2021-02-12,3934.830078125,0.0095473602414131,31458.400390625,14095.4697265625,19.96999931335449,1.130615,1.3301,8.034285714285715e-07,2.21
2021-02-15,3934.830078125,0.0095184613019227,31458.400390625,14095.4697265625,19.96999931335449,1.21321,1.39121,7.734285714285715e-07,2.21
2021-02-16,3932.590087890625,0.0094888359308242,31522.75,14047.5,21.459999084472656,1.20919,1.3888,7.591428571428571e-07,2.24
2021-02-17,3931.330078125,0.0094248047098517,31613.01953125,13965.490234375,21.5,1.2045,1.38644,7.448571428571429e-07,2.21
2021-02-18,3913.969970703125,0.0094463489949703,31493.33984375,13865.3603515625,22.489999771118164,1.20913,1.3968,7.305714285714285e-07,2.16
2021-02-19,3906.7099609375,0.0094650359824299,31494.3203125,13874.4599609375,22.049999237060547,1.2109,1.4005,7.162857142857144e-07,2.14
2021-02-22,3876.5,0.0094774151220917,31521.689453125,13533.0498046875,23.450000762939453,1.2166,1.40698,7.025714285714285e-07,2.16
2021-02-23,3881.3701171875,0.00952526088804,31537.349609375,13465.2001953125,23.11000061035156,1.2152,1.41176,7.028571428571429e-07,2.16
2021-02-24,3925.429931640625,0.0094982096925377,31961.859375,13597.9697265625,21.34000015258789,1.21707,1.41466,7.03142857142857e-07,2.17
2021-02-25,3829.340087890625,0.0094389487057924,31402.009765625,13119.4296875,28.88999938964844,1.21598,1.4006,7.034285714285715e-07,2.14
2021-02-26,3811.14990234375,0.0094003519043326,30932.369140625,13192.349609375,27.950000762939453,1.20695,1.39222,7.037142857142856e-07,2.15
2021-03-01,3901.820068359375,0.0093894070014357,31535.509765625,13588.830078125,23.350000381469727,1.22498,1.36829,7.008571428571428e-07,2.16
2021-03-02,3870.2900390625,0.0093588270246982,31391.51953125,13358.7900390625,24.100000381469727,1.2037,1.36475,6.992857142857142e-07,2.2
2021-03-03,3819.719970703125,0.0093669788911938,31270.08984375,12997.75,26.670000076293945,1.2049,1.39252,6.977142857142857e-07,2.21
2021-03-04,3768.469970703125,0.0093407314270734,30924.140625,12723.4697265625,28.56999969482422,1.1761,1.383,6.961428571428571e-07,2.2
2021-03-05,3841.93994140625,0.0092631187289953,31496.30078125,12920.150390625,24.65999984741211,1.2056,1.39022,6.945714285714285e-07,2.22
2021-03-08,3821.35009765625,0.0092234760522842,31802.439453125,12609.16015625,25.46999931335449,1.18691,1.39163,6.947142857142856e-07,2.21
2021-03-09,3875.43994140625,0.0091794487088918,31832.740234375,13073.8203125,24.030000686645508,1.18784,1.38583,6.955714285714285e-07,2.21
2021-03-10,3898.81005859375,0.0092100538313388,32297.01953125,13068.830078125,22.559999465942383,1.16062,1.35692,6.964285714285714e-07,2.26
2021-03-11,3939.340087890625,0.0092223696410655,32485.58984375,13398.669921875,21.90999984741211,1.16165,1.369655,6.972857142857143e-07,2.28
2021-03-12,3943.340087890625,0.0092119202017784,32778.640625,13319.8603515625,20.690000534057617,1.13145,1.32347,6.98142857142857e-07,2.26
2021-03-15,3968.93994140625,0.0091644749045372,32953.4609375,13459.7099609375,20.030000686645508,1.19244,1.38976,6.784285714285715e-07,2.27
2021-03-16,3962.7099609375,0.0091630471870303,32825.94921875,13471.5703125,19.790000915527344,1.19011,1.39002,6.681428571428571e-07,2.3
2021-03-17,3974.1201171875,0.0091718714684247,33015.37109375,13525.2001953125,19.229999542236328,1.19822,1.3975,6.57857142857143e-07,2.3
2021-03-18,3915.4599609375,0.0091834953054785,32862.30078125,13116.169921875,21.57999992370605,1.19177,1.39235,6.475714285714286e-07,2.27
2021-03-19,3913.10009765625,0.0091801229864358,32627.970703125,13215.240234375,20.950000762939453,1.1946,1.3869,6.372857142857144e-07,2.31
2021-03-22,3940.590087890625,0.0091851819306612,32731.19921875,13377.5400390625,18.8799991607666,1.19331,1.386,6.358571428571429e-07,2.33
2021-03-23,3910.52001953125,0.0091932043433189,32423.150390625,13227.7001953125,20.299999237060547,1.18396,1.37293,6.402857142857144e-07,2.29
2021-03-24,3889.139892578125,0.0092148911207914,32420.060546875,12961.8896484375,21.200000762939453,1.18125,1.36875,6.447142857142857e-07,2.31
2021-03-25,3909.52001953125,0.0091920215636491,32619.48046875,12977.6796875,19.809999465942383,1.1776,1.3747,6.491428571428572e-07,2.32
2021-03-26,3974.5400390625,0.0091592706739902,33072.87890625,13138.73046875,18.86000061035156,1.1822,1.379,6.535714285714286e-07,2.34
2021-03-29,3971.090087890625,0.0091082146391272,33171.37109375,13059.650390625,20.739999771118164,1.17685,1.37736,6.542857142857144e-07,2.36
2021-03-30,3958.550048828125,0.0091044828295707,33066.9609375,13045.3896484375,19.61000061035156,1.17229,1.37452,6.524285714285714e-07,2.35
2021-03-31,3972.889892578125,0.0090657724067568,32981.55078125,13246.8701171875,19.399999618530277,1.17263,1.37843,6.505714285714285e-07,2.37
2021-04-01,4019.8701171875,0.0090293455868959,33153.2109375,13480.1103515625,17.329999923706055,1.22506,1.35686,6.487142857142857e-07,2.35
2021-04-02,4019.8701171875,0.0090405289083719,33153.2109375,13480.1103515625,17.329999923706055,1.19664,1.3674,6.468571428571429e-07,2.36
2021-04-05,4077.909912109375,0.009035300463438,33527.19140625,13705.58984375,17.90999984741211,1.20142,1.38868,6.238571428571429e-07,2.35
2021-04-06,4073.93994140625,0.0090749869123101,33430.23828125,13698.3798828125,18.1200008392334,1.21648,1.41547,6.132857142857143e-07,2.32
2021-04-07,4079.949951171875,0.0091080488637089,33446.26171875,13688.83984375,17.15999984741211,1.18554,1.383,6.027142857142856e-07,2.34
2021-04-08,4097.169921875,0.009103157557547,33503.5703125,13829.3095703125,16.950000762939453,1.1836,1.38887,5.92142857142857e-07,2.33
2021-04-09,4128.7998046875,0.0091466205194592,33800.6015625,13900.1904296875,16.690000534057617,1.18784,1.38583,5.815714285714286e-07,2.31
2021-04-12,4127.990234375,0.0091162687167525,33745.3984375,13850.0,16.90999984741211,1.1314,1.32345,5.695714285714285e-07,2.33
2021-04-13,4141.58984375,0.0091429408639669,33677.26953125,13996.099609375,16.649999618530273,1.19538,1.37584,5.688571428571428e-07,2.33
2021-04-14,4124.66015625,0.0091807125136256,33730.890625,13857.83984375,16.989999771118164,1.19833,1.37768,5.68142857142857e-07,2.33
2021-04-15,4170.419921875,0.0091832429170608,34035.98828125,14038.759765625,16.56999969482422,1.19695,1.37819,5.674285714285714e-07,2.33
2021-04-16,4185.47021484375,0.0092005627229809,34200.671875,14052.33984375,16.25,1.1982,1.3834,5.667142857142856e-07,2.36
2021-04-19,4163.259765625,0.0091980239376425,34077.62890625,13914.76953125,17.290000915527344,1.204,1.3991,5.682857142857144e-07,2.34
2021-04-20,4134.93994140625,0.0092508653178811,33821.30078125,13786.26953125,18.68000030517578,1.20324,1.39369,5.694285714285714e-07,2.32
2021-04-21,4173.419921875,0.0092478701844811,34137.30859375,13950.2197265625,17.5,1.20373,1.39303,5.705714285714285e-07,2.33
2021-04-22,4134.97998046875,0.0092559168115258,33815.8984375,13818.41015625,18.709999084472656,1.20142,1.38371,5.717142857142856e-07,2.33
2021-04-23,4180.169921875,0.0092611461877822,34043.48828125,14016.8095703125,17.329999923706055,1.20973,1.3875,5.728571428571428e-07,2.34
2021-04-26,4187.6201171875,0.0092700738459825,33981.5703125,14138.7802734375,17.639999389648438,1.20795,1.38939,5.577142857142857e-07,2.36
2021-04-27,4186.72021484375,0.0092419730499386,33984.9296875,14090.2197265625,17.559999465942383,1.2088,1.3901,5.495714285714286e-07,2.39
2021-04-28,4183.18017578125,0.009195402264595,33820.37890625,14051.0302734375,17.280000686645508,1.21339,1.39533,5.414285714285715e-07,2.41
2021-04-29,4211.47021484375,0.0092161651700735,34060.359375,14082.5498046875,17.610000610351562,1.2125,1.3949,5.332857142857144e-07,2.42
2021-04-30,4181.169921875,0.0091823991388082,33874.8515625,13962.6796875,18.61000061035156,1.20167,1.381,5.251428571428572e-07,2.41
2021-05-03,4192.66015625,0.0091505544260144,34113.23046875,13895.1201171875,18.309999465942383,1.19088,1.3833,5.104285714285715e-07,2.42
2021-05-04,4164.66015625,0.0091669950634241,34133.03125,13633.5,19.479999542236328,1.18169,1.39115,5.071428571428572e-07,2.42
2021-05-05,4167.58984375,0.0091467034071683,34230.33984375,13582.419921875,19.149999618530277,1.20076,1.39081,5.038571428571428e-07,2.47
2021-05-06,4201.6201171875,0.0091559160500764,34548.53125,13632.83984375,18.38999938964844,1.21648,1.41547,5.005714285714286e-07,2.45
2021-05-07,4232.60009765625,0.0091701047495007,34777.76171875,13752.240234375,16.690000534057617,1.18625,1.38528,4.972857142857143e-07,2.49
2021-05-10,4188.43017578125,0.0092104775831103,34742.8203125,13401.8603515625,19.65999984741211,1.15954,1.36253,4.862857142857142e-07,2.54
2021-05-11,4152.10009765625,0.0091874608770012,34269.16015625,13389.4296875,21.84000015258789,1.15515,1.3503,4.824285714285714e-07,2.53
2021-05-12,4063.0400390625,0.0091983629390597,33587.66015625,13031.6796875,27.59000015258789,1.13038,1.323475,4.785714285714285e-07,2.54
2021-05-13,4112.5,0.0091187627986073,34021.44921875,13124.990234375,23.1299991607666,1.20767,1.40456,4.747142857142857e-07,2.51
2021-05-14,4173.85009765625,0.0091310860589146,34382.12890625,13429.98046875,18.809999465942383,1.21446,1.40966,4.708571428571428e-07,2.51
2021-05-17,4163.2900390625,0.0091397650539875,34327.7890625,13379.0498046875,19.71999931335449,1.21562,1.41467,4.595714285714286e-07,2.54
2021-05-18,4127.830078125,0.009153988212347,34060.66015625,13303.6396484375,21.34000015258789,1.22215,1.41869,4.5585714285714283e-07,2.52
2021-05-19,4115.68017578125,0.009185436181724,33896.0390625,13299.740234375,22.18000030517578,1.217,1.4104,4.521428571428572e-07,2.48
2021-05-20,4159.1201171875,0.009151391685009,34084.1484375,13535.740234375,20.670000076293945,1.22247,1.4183,4.4842857142857146e-07,2.41
