,0,1
0,1065.3717915713394,1.6287384945103285
1,1068.0127137281263,1.649194925842615
2,1072.3448800516248,1.6938444221678253
3,1066.087011559094,1.591953481387986
4,1071.1048891257028,1.6467616216516505
5,1073.761373684976,1.6693084043504063
6,1063.6437946142105,1.5163071413227527
7,1060.7429400969372,1.4644322358327417
8,1070.2790835935357,1.5832126350874218
9,1074.490738248202,1.6292837979906212
10,1066.0203082270762,1.5019262353010998
11,1054.9347046415214,1.337943879124095
12,1047.761794186584,1.2301301344006426
13,1051.5119046479867,1.2758461248339201
14,1054.3939775666834,1.3118663921419267
15,1054.2916923314208,1.303589951209361
16,1059.691524484268,1.3720137228108604
17,1066.028388503211,1.452828297352799
18,1068.7718023122554,1.4819295776600883
19,1061.747169985681,1.3700399164649686
20,1061.4630770233912,1.355194129292761
21,1072.2514091364574,1.5028372227111657
22,1073.8398963195832,1.5162381939874012
23,1074.8471603735654,1.523799814183168
24,1075.605260024942,1.525485799353461
25,1070.1166162234101,1.4350040616216946
26,1072.7748936057046,1.466443493416859
27,1070.258733956624,1.4241576691399864
28,1064.5187883037509,1.3307827859972434
29,1079.8966195244957,1.5637848517218442
30,1079.9608960434468,1.5590032407560086
31,1077.0221893963846,1.5137478521829468
32,1080.2587062927628,1.568111572448874
33,1081.2571226007194,1.5872016974404641
34,1085.6451250791956,1.6525737270063312
35,1089.4585117540853,1.710187291553764
36,1088.8745673459175,1.6866083342710307
37,1098.3669460455076,1.8314186980363392
38,1099.6552887917012,1.8381122191542933
39,1098.9719269765374,1.8117718727006744
40,1097.7036264326446,1.7716260701821689
41,1104.42041525631,1.8686585545863852
42,1109.3311550632563,1.933492834541559
43,1105.5933296318453,1.8528096534377465
44,1109.4741140361414,1.9025644125643109
45,1107.1778794911736,1.850723967851817
46,1119.777905479926,2.054427617879532
47,1125.0339716963783,2.1301764894039374
48,1130.9385402738924,2.209706848874507
49,1132.8041869143226,2.2192100338604144
50,1116.642772673778,1.9226760640609253
51,1122.301392194275,2.00073188304605
52,1120.8683865446549,1.9602262817153921
53,1134.6690849163876,2.185231082751665
54,1151.7621527779493,2.4676101543565183
55,1144.8700796913263,2.3303729978286247
56,1141.947448050268,2.256786500120428
57,1129.3708051582828,2.0140984625910328
58,1143.0089117871617,2.230270756558105
59,1146.4939052095713,2.267118321072418
60,1141.9425296949826,2.1657661487813704
61,1150.1165844534385,2.281079355242474
62,1142.24900572829,2.1177084776824744
63,1130.5673664692251,1.8946204708018242
64,1128.0689379336686,1.8314428570768047
65,1134.1014580359458,1.92171223996673
66,1139.1896142954765,1.9907677119796
67,1133.405179523055,1.8700595299915137
68,1120.0828292220601,1.6222416479746955
69,1121.2840426307657,1.627408284403484
70,1142.0143882505408,1.9661744190998418
71,1139.9700289877078,1.909832005471749
72,1139.1072759013432,1.8709552593574577
73,1145.7824822298724,1.9591297756270893
74,1143.5786995325625,1.8989215429407225
75,1146.8772996291289,1.934228010724349
76,1138.9455999846102,1.7747314552961055
77,1147.9428797800438,1.9028815709328406
78,1153.9597073119119,1.98261212927123
79,1150.4031687970357,1.9000548872482657
80,1143.3426414018688,1.7603033700557067
81,1143.050247905816,1.7418915841390947
82,1145.3398164205614,1.7690806291344305
83,1153.3546616602353,1.8930309705878008
84,1152.552395961952,1.8640552037093179
85,1130.5312127902641,1.4695626630588423
86,1141.9544113544623,1.6479313847215675
87,1132.4335008041032,1.4652539017318602
88,1130.5350506090317,1.4137483561767012
89,1132.0422463464604,1.4205669569509745
90,1128.9565187026947,1.3469493089432836
91,1119.2133644571145,1.1626127128910941
92,1114.6651996037554,1.0691846193330794
93,1103.9518126916835,0.8738783057232415
94,1084.6080414145933,0.5339390756043074
95,1103.4590033292907,0.8447464163343193
96,1080.5230580791651,0.44291112486899487
97,1097.5965215847195,0.725698007551327
